""	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"	"V101"	"V102"	"V103"	"V104"	"V105"	"V106"	"V107"	"V108"	"V109"	"V110"	"V111"	"V112"	"V113"	"V114"	"V115"	"V116"	"V117"	"V118"	"V119"	"V120"	"V121"	"V122"	"V123"	"V124"	"V125"	"V126"	"V127"
"23"	0	63	0	24	70	0	35	62	138	60	0	4	0	22	190	2	0	0	0	0	0	0	0	82	92	30	0	0	17	62	1	0	0	144	29	0	0	0	16	127	0	0	88	14	35	4	6	12	0	60	3	0	21	310	78	83	21	0	264	0	46	56	25	0	453	127	195	0	42	20	40	72	198	0	381	0	51	0	15	10	0	0	136	0	22	0	0	0	0	1597	0	4	83	73	533	0	0	9	0	8	0	261	155	0	19	0	0	0	0	16	0	317	186	7	92	16	62	275	13	2	0	69	84	0	238	0	13
"24"	0	27	159	0	85	124	40	0	166	0	9	0	11	41	135	0	0	0	267	40	0	48	8	85	10	13	171	38	5	54	0	82	0	43	21	33	0	25	6	0	182	0	109	9	44	10	0	29	0	49	0	0	37	1946	21	49	0	1	306	0	0	54	0	147	521	99	174	8	38	27	0	0	0	7	356	27	32	42	24	0	28	0	0	772	26	19	49	71	3	10223	15	0	36	67	432	0	24	0	1	13	0	0	155	0	26	0	0	0	101	16	79	401	133	29	110	0	100	0	0	15	21	0	87	12	270	0	6
"25"	0	57	134	0	76	0	0	51	140	34	1	0	0	0	108	14	94	0	377	9	0	0	0	0	51	5	0	39	0	37	0	0	219	67	20	37	12	10	4	0	0	0	0	19	100	9	0	11	0	0	4	103	16	230	70	56	0	14	219	68	84	65	31	177	399	0	199	50	0	5	0	0	127	0	409	0	0	0	15	0	0	0	89	873	0	0	51	35	0	10875	32	12	30	31	495	12	0	13	0	11	386	0	144	0	0	0	49	0	0	0	42	402	71	6	124	0	95	183	0	0	0	43	96	6	234	0	2
"26"	148	29	0	32	90	127	46	0	167	0	3	0	0	0	157	0	19	23	467	0	0	0	35	98	22	14	288	0	0	73	2	0	139	0	0	0	1	0	13	103	123	0	0	20	55	14	1	23	0	0	2	0	22	409	0	31	0	21	268	0	17	43	0	171	654	122	178	7	27	0	0	0	164	0	313	0	38	77	30	59	0	11	87	648	46	9	0	57	0	1805	11	5	47	20	470	0	14	0	0	0	0	0	122	9	0	0	42	18	0	16	73	394	161	10	80	15	38	212	0	3	26	0	105	0	192	15	8
"27"	107	35	142	59	72	123	50	86	128	6	1	0	27	0	135	7	132	0	356	7	171	0	0	94	5	0	145	0	7	32	4	38	156	96	12	48	5	21	0	132	147	0	108	0	27	10	0	10	137	70	5	75	0	8	0	52	13	0	212	19	85	47	0	211	512	107	166	3	0	13	10	19	0	11	322	21	19	0	0	1	36	0	90	813	28	0	58	94	0	3837	18	7	59	0	565	23	0	0	0	20	0	0	128	0	32	0	31	23	33	0	0	367	198	0	99	14	0	313	3	8	33	53	149	0	191	12	0
"28"	0	50	67	0	83	0	35	147	0	144	1	52	23	22	162	0	9	0	352	16	0	84	0	0	56	0	124	0	23	29	5	0	128	89	0	38	34	6	4	135	134	0	97	14	65	0	11	24	0	47	0	86	53	3045	0	17	6	0	268	39	87	36	0	137	549	81	167	0	36	24	0	0	76	6	370	12	21	0	0	21	57	0	105	801	33	22	46	49	1	3580	0	30	0	22	492	22	0	6	0	0	290	379	92	3	35	0	47	0	0	0	80	347	81	0	0	0	123	307	0	0	3	0	103	0	211	0	27
"29"	216	0	195	47	89	257	24	0	243	18	4	0	23	0	130	2	0	41	439	0	0	34	0	0	3	0	194	0	0	30	0	62	159	54	0	23	20	19	5	0	175	0	65	7	31	0	0	15	0	147	1	47	45	82	21	12	0	11	323	0	0	45	25	0	645	78	166	15	78	0	0	61	130	0	256	0	41	19	43	45	0	19	152	0	0	19	52	33	16	146	48	0	39	0	505	10	22	0	6	35	0	471	113	1	46	0	10	14	56	0	63	407	185	3	183	8	119	0	0	24	0	0	134	5	211	0	0
"30"	0	53	113	0	0	0	0	141	131	23	0	0	0	11	165	0	0	0	340	0	155	61	5	76	0	34	202	0	4	48	13	0	0	69	5	38	0	14	10	133	174	0	95	7	65	7	0	0	0	62	3	0	49	788	0	33	0	4	283	51	150	72	29	123	358	82	152	4	0	16	27	42	142	0	359	15	53	45	29	0	40	0	0	0	0	9	31	28	0	8105	13	0	32	0	576	17	0	0	0	8	305	267	86	9	41	0	26	1	0	10	58	373	0	0	0	0	100	0	0	8	0	0	83	0	312	0	0
"31"	104	43	0	0	0	189	30	69	129	0	0	4	15	31	182	3	0	0	346	6	0	70	3	0	28	24	177	55	0	43	0	18	112	47	0	31	13	11	15	161	115	48	91	10	55	17	1	13	122	80	1	65	61	4	28	0	19	30	232	0	0	48	57	157	420	0	182	0	132	0	21	24	183	0	373	21	41	0	26	6	0	0	0	922	0	0	95	115	27	6598	3	25	52	21	522	0	50	13	0	37	373	347	142	10	38	90	141	0	32	11	0	372	0	0	0	17	60	240	0	4	31	39	0	0	183	5	2
"32"	124	34	0	26	70	238	36	0	0	11	0	0	24	0	107	0	77	25	373	14	0	0	0	93	77	40	225	45	0	51	16	35	168	63	0	37	0	19	2	0	127	72	63	14	72	11	0	0	133	100	0	91	43	1579	56	84	0	0	0	38	85	39	0	138	577	139	236	5	52	21	0	38	98	8	340	19	22	34	11	25	29	62	106	776	52	45	70	39	16	3348	0	35	55	43	494	24	0	0	0	38	0	286	137	6	0	0	32	0	81	23	0	470	0	25	78	14	68	262	30	0	0	48	96	0	270	30	10
"33"	182	30	0	53	91	233	33	0	0	0	11	0	21	0	193	0	0	6	0	0	0	47	0	103	9	0	286	0	11	50	1	46	116	45	0	82	0	10	8	116	131	48	0	0	77	8	10	41	0	81	3	21	35	898	0	14	0	0	284	0	69	59	67	0	556	155	164	9	30	7	14	49	0	18	265	19	15	0	0	28	14	1	112	866	43	0	67	0	22	4284	17	13	21	50	504	23	0	25	0	2	0	0	131	4	21	22	63	0	0	18	0	398	230	17	142	0	81	0	0	0	34	72	120	16	306	3	2
"34"	109	35	0	29	0	378	29	0	0	17	9	123	13	18	174	1	48	0	445	13	215	0	8	86	59	0	0	0	18	44	5	24	150	65	31	54	0	36	26	130	219	69	84	12	85	13	0	0	186	40	9	0	23	490	0	57	14	0	334	0	29	43	8	150	614	0	219	3	68	9	35	0	184	7	255	14	55	0	28	0	0	4	0	814	0	0	33	41	0	3145	19	4	48	112	505	15	0	15	0	37	269	0	106	0	23	93	52	66	9	25	91	443	0	36	75	10	132	240	0	0	27	0	0	19	254	3	0
"35"	136	15	146	0	83	0	27	0	164	0	0	0	0	24	169	0	26	0	463	0	106	110	0	90	14	0	236	0	7	41	0	49	0	71	16	42	11	0	0	115	167	56	77	15	44	6	0	18	0	27	0	56	33	2	48	36	16	0	332	0	97	0	0	120	422	127	195	0	17	11	24	0	97	0	328	0	0	75	20	39	0	0	116	719	18	21	53	75	0	1712	0	31	71	48	494	0	0	0	0	0	270	283	215	16	80	55	25	32	62	21	0	407	0	7	0	16	134	299	11	0	0	39	107	0	205	0	9
"36"	0	42	231	24	77	89	34	0	0	0	5	6	9	0	123	4	15	0	215	11	230	49	0	87	4	0	244	0	0	54	0	17	203	102	2	0	3	0	8	134	216	0	70	12	49	0	0	24	0	71	0	0	39	1764	0	16	0	8	267	21	103	48	0	152	576	142	191	1	0	15	11	38	202	0	284	13	24	11	38	20	34	0	113	0	44	1	49	0	0	7332	0	17	35	18	506	15	8	24	0	0	0	0	144	0	25	105	27	0	0	49	64	390	124	14	0	21	67	242	0	6	21	18	0	0	235	2	0
"37"	0	14	0	0	76	158	0	5	144	14	18	0	15	25	169	0	46	0	252	5	0	45	7	145	27	41	201	0	4	64	0	42	0	0	0	23	0	10	11	0	171	55	52	9	0	8	17	0	143	0	4	49	23	40	0	39	12	0	303	53	77	27	0	133	589	0	218	3	12	0	14	0	107	21	384	0	31	0	0	74	0	4	98	744	0	0	47	188	8	5806	38	25	29	23	486	0	29	0	0	0	0	227	143	0	32	30	78	0	93	27	0	377	197	5	102	0	66	210	0	25	19	99	83	0	252	0	3
"38"	0	39	153	26	65	0	0	0	0	29	0	10	16	0	132	1	0	0	524	17	163	0	15	0	0	26	159	0	17	72	0	0	0	57	12	75	25	33	10	141	116	67	0	0	54	0	6	31	0	54	0	90	16	1063	0	46	31	0	265	37	53	44	95	0	558	0	167	3	0	0	0	169	120	24	333	8	0	49	11	0	0	0	84	689	0	28	0	0	1	11619	0	0	81	107	540	13	5	0	0	0	0	247	146	4	36	0	48	0	65	0	0	451	0	8	0	12	82	279	0	0	11	35	98	0	206	0	15
"39"	0	41	0	0	0	99	21	76	0	5	7	0	18	0	161	0	0	0	427	0	211	0	0	0	22	46	258	53	32	0	5	0	0	120	0	26	0	62	0	127	99	0	0	10	0	0	5	9	114	45	0	0	0	25	0	19	0	2	0	0	124	55	48	162	421	0	139	0	41	41	8	53	0	25	384	15	60	0	18	0	38	42	113	925	21	0	58	26	0	2346	42	22	49	89	475	16	4	6	9	28	257	0	161	2	33	0	0	0	79	11	83	391	0	62	0	0	0	262	73	12	7	53	81	0	0	4	3
"40"	115	41	0	31	75	0	30	87	164	11	1	48	16	10	139	4	0	17	352	7	0	56	0	67	10	19	183	39	5	31	5	68	113	137	0	55	6	0	26	0	168	48	74	19	55	9	11	0	160	64	3	0	27	225	0	24	63	18	246	54	89	47	0	0	465	101	162	0	44	16	13	94	69	0	376	7	52	28	22	40	20	0	0	870	15	0	57	0	11	6635	30	0	37	59	490	0	0	34	0	15	0	0	158	14	33	48	0	112	55	33	0	379	0	32	77	17	0	265	0	0	23	96	87	12	217	3	5
"41"	130	53	194	23	57	0	30	0	130	18	2	0	24	0	0	1	17	19	215	21	0	0	12	75	9	0	164	0	10	80	0	0	0	107	0	33	16	14	13	102	130	0	63	7	49	0	16	11	94	40	7	0	47	3118	47	36	23	0	279	49	0	37	21	180	564	134	178	1	67	0	25	67	74	19	377	6	51	55	0	27	0	0	112	688	0	0	66	0	13	1006	31	13	39	0	485	12	1	23	1	0	376	313	141	1	29	42	61	17	21	0	116	411	86	0	0	0	63	0	0	17	0	76	0	0	219	0	9
"42"	122	17	0	0	86	188	22	83	0	5	4	0	14	55	124	0	13	0	439	32	0	0	0	91	130	23	189	24	53	29	1	23	0	74	0	47	8	4	10	121	172	37	0	10	40	0	0	19	0	76	2	65	22	321	66	16	0	4	237	46	66	48	30	140	385	0	174	0	55	0	0	15	49	0	345	0	42	38	17	0	36	2	101	783	29	8	36	32	0	4603	27	14	0	0	589	13	0	0	0	0	0	382	116	16	28	0	22	15	12	21	0	384	167	56	102	7	120	0	0	13	30	49	90	39	241	4	0
"43"	145	0	0	34	80	80	33	50	156	0	9	0	15	35	129	1	21	0	296	20	179	47	3	76	37	29	228	39	0	49	0	51	0	0	0	84	9	15	21	135	150	28	0	0	51	0	0	8	141	60	6	0	24	406	63	23	0	0	285	26	0	62	0	188	613	0	180	3	17	0	27	41	114	11	372	22	83	0	0	4	36	20	144	622	50	0	61	0	0	1897	0	11	45	56	495	15	0	34	0	36	0	278	120	22	29	53	71	21	19	6	0	463	78	14	85	26	125	0	0	0	13	0	107	0	0	27	1
"44"	0	31	0	0	65	0	0	49	144	27	0	0	7	15	162	0	28	0	367	0	0	59	10	0	42	17	177	44	0	64	2	60	131	145	0	0	3	8	8	168	202	45	0	19	47	12	0	15	0	49	7	0	33	4101	16	78	15	0	226	44	0	46	0	152	537	89	253	3	14	9	7	0	64	2	352	16	65	0	0	39	0	0	0	0	0	13	76	0	19	450	39	6	21	57	537	0	42	26	89	0	307	383	161	4	0	38	0	23	118	63	0	343	102	15	128	10	90	0	0	0	35	69	75	23	204	0	3
"45"	151	35	0	42	93	0	29	0	195	0	0	115	13	19	169	23	21	10	602	7	0	70	0	116	6	23	174	71	18	41	4	0	111	0	9	65	5	20	5	142	149	49	59	10	28	14	0	0	0	0	2	0	42	99	67	29	29	0	289	0	0	69	0	163	538	129	0	0	0	0	8	63	133	0	355	0	32	7	16	29	39	0	185	704	13	0	53	0	8	10465	0	18	0	0	469	4	3	0	26	0	259	331	106	2	31	0	76	33	0	12	43	395	138	2	105	14	0	243	14	15	34	0	89	17	327	1	0
"46"	0	53	0	26	0	0	19	4	0	14	6	0	0	0	147	0	0	0	536	0	0	26	0	122	26	21	160	22	35	70	0	13	0	74	0	63	20	15	7	125	0	0	0	19	37	0	0	38	0	71	2	83	29	41	46	66	0	0	291	0	106	51	0	140	609	149	0	11	23	15	19	0	120	0	334	19	31	0	11	8	0	15	87	796	40	0	80	0	10	516	6	0	48	49	473	22	28	37	0	0	0	419	131	2	83	32	22	30	0	34	62	364	139	0	0	20	81	0	90	0	28	64	0	0	0	2	2
"47"	176	51	0	44	85	0	32	0	116	47	0	46	44	10	131	0	0	0	593	61	0	63	2	69	20	0	193	30	0	51	17	31	0	0	0	33	1	26	14	124	183	0	65	8	58	7	0	40	216	28	9	37	18	451	0	10	4	8	309	0	0	41	31	0	598	0	188	0	0	7	17	0	0	17	290	0	27	0	6	0	0	1	113	848	0	0	67	202	2	2746	0	11	40	81	558	19	0	6	14	0	306	379	0	2	58	0	72	0	140	19	100	397	59	12	0	18	69	291	0	0	0	28	79	0	261	0	13
"48"	179	23	0	35	78	223	41	106	138	19	3	33	43	0	120	7	0	0	395	11	201	65	2	99	0	45	168	79	0	24	4	0	108	78	0	43	0	0	8	164	155	41	0	15	28	0	0	65	0	89	0	49	0	34	65	20	0	0	314	0	94	44	27	170	0	82	201	0	38	7	18	43	166	0	362	12	36	24	39	0	0	0	0	791	0	0	51	91	5	3383	21	19	23	119	493	28	14	0	0	10	0	238	151	0	63	0	42	0	7	24	159	348	0	26	120	0	129	177	71	7	0	0	88	38	233	3	0
"49"	179	29	0	51	88	0	60	41	166	0	0	0	3	0	103	59	14	65	299	32	0	83	4	85	6	0	222	0	0	84	4	37	75	0	0	56	9	52	20	0	158	59	0	0	0	0	0	15	0	112	0	0	9	2454	28	32	0	8	229	46	52	49	0	152	0	0	106	0	63	0	9	0	170	13	234	20	37	0	0	10	0	0	94	711	0	8	0	0	4	4314	24	25	55	14	517	0	1	19	14	21	0	0	121	12	34	0	33	6	0	0	0	483	127	30	102	0	68	202	0	0	13	61	116	22	277	5	5
