""	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"	"V101"	"V102"	"V103"	"V104"	"V105"	"V106"	"V107"	"V108"	"V109"	"V110"	"V111"	"V112"	"V113"	"V114"	"V115"	"V116"	"V117"	"V118"	"V119"	"V120"	"V121"	"V122"	"V123"	"V124"	"V125"	"V126"	"V127"
"11"	204	59	163	33	88	143	46	0	167	0	9	1	23	0	184	2	57	21	534	73	0	32	8	164	7	30	264	0	29	0	12	61	0	49	0	58	0	4	14	132	179	57	75	12	31	19	5	18	180	85	0	0	20	506	0	38	10	2	311	13	27	54	49	139	505	104	235	0	40	15	16	32	153	29	361	13	32	93	35	5	0	2	0	730	23	0	81	129	5	1930	29	5	42	67	451	0	37	47	30	0	0	333	134	0	42	0	0	0	32	30	0	423	325	0	0	21	0	342	0	18	23	54	82	0	241	8	4
"12"	154	34	0	0	81	128	41	0	0	0	6	0	0	17	114	123	33	0	383	0	206	75	0	0	49	7	208	42	2	0	0	0	156	0	0	74	0	0	11	0	126	86	0	17	0	12	0	28	180	63	4	0	13	1106	48	32	12	10	282	0	58	59	0	113	428	94	174	0	41	0	13	68	240	0	410	15	42	37	0	2	0	0	110	738	0	0	0	0	0	5325	51	22	51	49	484	0	27	7	0	0	0	172	124	0	0	0	0	0	62	11	0	443	149	10	91	0	109	215	0	11	18	51	82	22	222	8	13
"13"	215	47	119	38	61	0	44	24	161	0	0	0	5	20	120	1	0	0	423	12	210	0	13	0	0	14	223	0	0	0	0	26	0	102	6	60	0	12	6	195	0	78	61	12	64	15	0	17	101	55	6	80	0	1715	51	49	58	2	280	0	0	0	0	169	613	0	196	12	94	5	48	0	160	4	321	0	24	19	18	24	0	0	0	808	7	26	50	0	9	1085	16	22	45	34	483	13	0	0	0	18	298	0	127	2	38	84	65	10	119	14	99	376	96	16	0	15	0	158	38	37	29	51	79	7	230	0	5
"14"	177	26	0	30	92	0	0	0	194	0	9	0	0	14	124	2	0	14	0	1	187	0	5	84	22	9	281	0	0	0	6	0	192	86	0	75	26	0	0	151	188	0	0	6	52	11	0	30	0	0	0	108	0	189	21	44	22	0	260	66	0	47	0	177	0	106	266	20	73	0	8	104	0	14	299	23	20	0	41	0	27	15	0	742	24	0	52	0	19	4082	0	0	46	36	475	0	3	0	3	14	357	399	162	4	28	0	43	95	0	5	60	422	174	0	97	19	109	229	1	2	0	0	75	23	251	4	0
"15"	174	31	172	42	85	202	32	0	0	0	0	0	0	26	113	1	0	0	0	19	338	140	0	80	50	49	0	0	0	44	0	41	0	95	38	22	0	37	14	93	0	54	0	0	109	12	0	0	0	64	0	0	25	5	0	18	0	9	342	0	0	43	60	0	575	99	184	0	3	32	7	70	152	0	349	15	48	0	0	0	17	7	124	836	0	10	34	0	0	2307	23	4	39	34	501	0	0	0	10	0	246	0	115	19	0	0	58	38	46	18	0	460	60	40	102	14	0	349	27	16	0	59	114	19	249	13	6
"16"	91	20	0	25	90	0	0	0	129	0	0	0	12	11	152	0	37	14	490	15	0	63	17	67	74	0	233	37	0	40	0	82	94	81	0	37	12	8	25	146	175	66	86	15	0	0	0	8	0	128	7	57	20	835	0	10	12	8	273	0	0	39	58	147	0	140	167	0	63	29	0	0	0	9	379	0	38	27	30	38	0	33	82	908	14	8	0	129	0	8651	0	0	64	0	466	9	0	17	0	0	0	250	127	5	60	27	50	0	0	5	0	438	92	43	0	0	0	0	6	6	0	54	111	15	250	0	4
"17"	197	34	116	48	85	50	41	0	0	0	0	2	0	9	153	0	0	0	0	0	0	51	1	110	9	11	223	0	0	44	5	45	0	0	9	0	0	32	34	151	153	72	59	8	0	21	0	36	157	61	3	0	19	2628	30	55	0	14	239	5	0	39	0	157	528	0	0	0	20	18	0	0	114	0	298	9	0	0	0	9	29	0	119	0	0	25	62	0	30	2210	0	7	30	26	557	0	0	23	0	8	338	0	174	0	46	0	0	0	0	8	80	385	115	16	0	0	93	198	12	5	42	44	0	0	258	0	10
"18"	0	0	0	31	75	0	0	35	0	0	0	0	20	21	120	0	5	42	293	0	0	0	10	121	37	31	157	35	0	35	1	25	114	58	15	55	24	13	0	101	171	0	75	24	45	0	11	16	151	0	0	13	54	256	65	0	8	11	244	70	0	32	0	147	445	170	148	0	33	22	0	49	0	21	321	0	0	92	0	15	56	0	0	868	0	13	53	0	0	2463	19	0	19	0	522	10	15	43	15	0	242	0	132	7	28	0	0	26	22	2	0	394	113	15	149	0	87	0	0	11	0	62	124	42	216	9	5
"19"	105	24	0	0	82	0	45	17	185	9	7	0	68	13	127	0	7	34	434	9	0	116	13	71	54	13	181	43	0	59	15	63	120	86	0	36	8	41	19	0	153	23	99	10	68	0	0	0	0	67	5	21	36	126	99	0	8	5	348	22	55	49	0	163	473	97	0	0	0	0	13	0	127	8	241	14	23	54	9	0	39	0	0	665	0	22	55	86	4	1112	18	11	58	42	489	12	12	0	20	64	312	374	152	0	45	76	73	0	71	22	66	483	88	0	112	0	41	0	0	0	0	0	132	13	189	0	0
"20"	143	22	0	72	79	0	33	81	152	0	3	72	6	12	139	0	40	0	0	0	274	0	37	76	10	0	289	80	0	43	11	0	0	0	28	85	15	15	12	0	171	64	0	0	0	17	9	15	0	77	0	44	25	1579	42	27	0	2	255	34	31	51	0	148	447	116	0	6	25	11	19	0	123	0	426	12	64	32	0	23	43	1	130	760	61	0	71	0	0	758	0	24	44	75	501	11	4	0	0	50	266	0	120	2	38	46	63	4	68	12	78	452	99	6	117	14	147	190	1	0	44	0	89	22	0	12	9
"21"	169	8	151	25	96	179	39	7	201	15	6	3	0	11	142	6	0	17	503	2	152	0	5	0	15	0	228	0	2	57	7	18	0	0	41	57	19	16	10	121	98	27	104	0	45	0	0	4	134	80	0	49	25	191	0	3	19	12	272	22	45	63	69	153	433	112	219	0	48	0	25	42	79	0	339	0	0	4	0	6	0	0	0	728	0	0	83	107	11	3616	0	15	60	2	512	4	3	59	0	28	0	0	173	6	27	0	30	0	0	8	0	383	133	30	134	15	78	259	0	12	59	40	73	32	231	4	0
"22"	0	18	141	46	56	138	32	64	171	28	15	0	50	21	133	5	25	72	257	0	0	0	6	108	9	24	238	0	12	31	0	26	0	0	0	54	2	29	0	0	137	0	0	12	70	0	0	42	126	31	0	45	54	1747	75	0	8	11	278	0	91	51	63	163	686	123	212	10	39	9	0	20	198	20	339	0	30	5	14	0	49	0	78	694	0	22	0	71	9	165	0	15	64	49	527	5	0	1	0	6	231	0	137	11	46	0	28	26	143	0	54	398	110	34	148	20	94	0	0	0	10	0	84	15	198	5	0
"23"	169	44	190	50	85	285	58	44	167	0	0	313	0	0	148	0	25	0	455	9	0	61	0	55	0	99	155	26	0	32	1	40	138	0	21	52	2	7	12	133	150	43	0	0	44	0	0	17	131	80	0	19	0	998	31	42	0	0	290	0	0	39	0	123	472	130	163	0	89	0	17	74	0	1	365	10	57	4	39	0	0	0	89	0	42	0	89	0	0	3483	42	24	33	106	504	22	29	0	0	0	0	301	184	2	0	56	26	48	0	31	0	412	280	0	106	0	41	243	3	10	28	57	143	0	200	4	1
"24"	167	20	0	46	64	104	49	0	0	0	4	0	0	27	136	1	70	0	0	0	148	79	5	106	23	0	235	0	6	38	16	27	166	100	12	79	13	15	19	0	174	0	0	10	90	8	0	30	112	38	3	0	16	281	0	0	0	0	269	59	0	41	0	140	374	118	158	0	53	8	11	0	124	13	311	0	0	39	0	0	0	0	0	797	19	6	59	105	8	7466	0	26	42	63	491	11	71	0	0	77	0	0	119	0	52	0	61	43	0	25	91	384	101	42	0	19	86	0	0	3	28	43	86	0	256	4	6
"25"	191	46	180	34	105	66	48	33	157	0	0	30	17	14	148	1	0	0	0	27	203	34	3	0	10	50	0	49	0	53	7	6	186	70	17	75	0	0	11	0	173	0	84	17	33	16	5	0	138	0	0	18	0	747	55	63	23	3	274	3	95	51	41	158	597	91	199	2	0	8	6	0	101	13	319	17	20	0	0	0	0	37	108	868	0	28	0	0	0	4231	27	5	28	21	546	0	41	11	0	0	306	0	128	8	38	0	0	65	24	30	76	355	186	20	63	0	60	209	0	9	55	25	126	0	220	3	2
"26"	186	46	180	51	90	0	33	109	0	25	1	0	0	0	162	0	49	0	0	18	208	37	0	0	38	18	250	0	8	0	19	17	78	31	14	68	0	0	8	112	141	0	86	14	0	13	9	37	0	0	0	47	0	5305	0	46	0	24	311	21	48	76	30	0	628	111	0	2	135	21	30	0	0	0	351	17	0	0	17	35	11	0	82	641	24	0	26	0	0	9580	28	23	27	27	573	0	0	0	0	0	332	0	161	0	13	32	50	0	102	43	0	356	71	2	0	13	38	273	0	26	0	56	36	0	283	6	12
"27"	113	25	0	15	62	209	50	0	184	56	6	7	0	21	117	0	0	0	397	0	0	69	0	88	0	15	236	41	0	66	6	46	0	0	12	0	6	0	13	129	144	0	53	0	37	0	19	12	0	0	0	70	0	1516	0	46	0	4	291	17	58	47	0	172	611	97	159	0	0	24	0	48	253	7	319	9	28	7	14	22	44	1	86	711	0	36	69	246	0	2695	30	0	55	42	478	0	4	19	0	12	189	427	150	13	39	39	0	0	0	21	95	409	0	9	0	20	60	0	0	9	27	19	92	0	277	2	0
"28"	164	0	0	0	101	106	28	26	124	0	5	12	0	37	124	0	85	23	610	15	138	50	0	100	26	0	124	26	0	10	8	33	0	0	0	34	18	32	0	172	154	38	81	0	34	0	0	37	138	54	2	0	0	499	0	90	0	22	250	62	0	51	57	132	458	0	0	0	106	0	33	0	148	8	320	8	42	0	26	5	24	15	73	786	0	26	44	80	0	7709	0	16	0	23	563	0	33	0	0	0	0	0	133	0	47	36	33	62	123	25	63	435	231	14	0	17	0	0	0	0	0	0	62	0	0	0	10
"29"	212	67	257	34	74	202	27	0	0	0	10	0	0	0	161	0	15	0	457	0	0	0	0	0	0	0	176	0	38	71	0	24	122	76	3	50	6	0	5	83	0	0	99	12	0	13	0	7	0	48	5	0	18	1473	0	38	13	0	281	0	0	42	40	0	483	98	195	0	0	3	25	0	99	0	374	23	29	0	31	0	17	65	65	736	0	27	50	52	8	2475	0	6	63	6	595	0	0	0	1	0	0	0	99	0	34	30	0	0	0	10	69	394	73	16	0	15	152	315	11	2	14	59	122	18	311	1	7
"30"	0	28	0	0	84	0	27	80	0	40	0	0	9	16	154	2	27	0	0	25	0	0	0	107	59	6	262	0	0	37	5	90	0	0	12	49	27	0	0	0	136	0	115	17	0	0	4	8	125	48	0	0	23	35	44	22	0	18	0	33	0	50	0	201	635	84	128	10	0	0	20	37	131	12	390	17	0	79	36	0	0	0	0	704	0	0	51	0	5	381	0	5	93	60	482	0	22	15	41	19	250	169	168	0	34	5	83	0	65	8	0	342	0	2	89	0	51	202	68	0	0	45	136	16	220	4	0
"31"	178	49	246	53	85	375	53	66	0	17	19	0	0	0	215	1	0	0	398	33	128	36	3	0	2	0	212	0	0	31	0	0	0	143	0	28	0	10	0	104	0	35	97	0	46	10	27	30	137	49	0	21	0	63	32	31	17	13	351	0	44	54	0	0	527	74	214	0	94	0	11	18	104	7	354	17	85	0	13	0	92	0	82	630	0	10	80	106	0	894	21	14	0	83	577	0	0	0	0	0	0	347	150	8	28	18	0	0	0	19	0	400	114	2	0	10	92	280	44	0	38	50	177	0	226	6	6
"32"	188	35	0	23	72	145	28	84	133	0	0	0	0	18	120	5	18	0	268	11	0	0	3	88	19	28	295	33	1	63	3	42	0	92	18	0	0	0	0	0	192	0	85	13	0	0	4	0	0	83	4	45	30	324	27	31	0	0	263	0	0	29	42	178	521	120	135	0	0	0	27	17	107	0	329	0	25	0	0	0	0	0	108	869	44	0	79	131	0	492	10	17	40	0	499	16	4	7	0	0	0	241	153	3	47	0	0	20	93	10	78	432	125	39	0	0	39	0	0	20	27	68	78	0	251	14	4
"33"	188	47	211	41	109	135	41	84	0	52	0	921	0	6	187	2	24	0	243	0	207	50	2	100	0	0	218	64	6	45	15	15	141	96	7	30	11	0	10	172	0	0	96	11	78	14	9	51	148	40	8	27	0	2899	0	52	0	4	266	18	28	52	35	131	601	116	191	0	65	13	30	29	93	11	362	0	31	0	0	30	0	19	0	855	26	24	70	0	0	575	0	13	66	68	538	3	0	45	21	30	0	342	158	0	20	78	43	0	0	29	71	429	273	0	147	17	85	349	54	6	40	0	67	35	0	1	0
"34"	0	28	126	42	70	221	46	0	0	41	7	0	0	14	174	0	34	5	0	5	206	0	0	77	2	0	209	0	1	48	10	31	104	102	28	0	0	46	8	0	133	45	0	11	0	0	11	35	131	45	2	24	15	2530	0	65	26	0	0	0	0	51	53	172	515	97	186	3	53	0	11	48	113	0	305	8	28	0	21	0	0	16	160	0	0	30	109	28	0	5020	0	22	51	33	516	4	0	36	0	0	219	374	124	7	38	84	0	53	0	41	128	446	149	3	0	16	82	230	0	33	18	51	122	0	218	0	10
"35"	0	22	0	33	100	0	30	0	0	11	0	38	0	0	129	0	0	0	468	29	168	53	0	45	21	48	233	78	0	37	0	16	100	74	6	61	8	0	7	120	220	0	0	10	67	10	4	23	125	0	0	76	41	318	0	27	0	0	293	64	0	0	38	129	537	117	214	0	16	0	0	0	174	9	311	0	39	10	44	22	0	0	0	812	27	13	36	0	14	560	0	26	50	0	508	6	0	101	0	36	233	314	72	72	41	53	64	0	0	26	0	389	128	0	0	0	48	0	0	17	9	26	68	0	246	10	23
"36"	244	57	217	38	87	141	41	0	147	19	4	7	26	0	145	0	28	19	460	14	214	0	15	90	14	2	124	100	24	79	0	26	126	117	15	0	7	2	0	148	134	0	55	12	0	19	0	37	121	0	2	51	24	5	0	54	10	0	298	0	0	58	0	150	495	0	139	2	79	12	16	0	0	7	248	19	38	0	0	0	45	0	105	716	31	0	45	0	22	4071	63	21	80	79	459	0	0	37	30	18	0	279	139	1	49	35	61	21	0	11	65	442	101	0	0	0	44	262	3	0	25	33	122	0	249	11	4
"37"	128	39	203	0	115	367	50	0	161	36	1	0	61	0	98	15	7	78	523	11	0	74	0	64	0	5	244	27	13	0	5	34	164	0	0	77	0	0	18	170	122	54	68	0	51	10	0	21	0	0	0	0	46	1159	16	16	21	15	250	0	0	55	0	141	698	105	126	1	47	12	0	60	66	14	359	22	58	53	0	0	36	7	174	0	35	0	63	186	8	1173	45	38	38	18	518	28	0	2	0	26	0	186	186	9	73	40	0	56	42	11	87	479	0	0	0	0	150	296	0	0	33	34	77	0	229	1	2
"38"	160	24	168	45	88	90	52	0	175	10	0	0	33	14	124	8	27	152	384	0	0	88	0	121	0	14	225	37	0	51	0	81	132	76	21	50	0	0	21	0	153	31	0	17	74	5	0	10	0	66	0	34	43	294	52	35	0	0	327	0	121	51	0	160	552	83	168	11	30	17	12	0	148	25	360	0	24	0	0	26	0	0	79	750	37	0	19	0	4	4067	0	9	28	0	506	45	5	0	0	0	326	290	164	19	26	0	81	81	0	0	0	363	0	13	0	18	96	286	0	0	10	0	84	18	289	0	3
"39"	137	29	0	44	59	124	43	0	197	0	3	2	5	0	157	25	40	0	0	15	160	79	0	58	33	0	193	30	6	0	12	0	147	0	15	83	0	0	12	143	172	76	0	12	60	11	10	12	0	78	7	0	26	3	21	53	0	0	292	47	91	67	35	141	533	81	181	9	12	1	0	0	101	4	345	20	26	0	17	36	0	29	133	990	0	11	75	89	59	8585	0	33	37	53	512	13	11	0	0	0	349	404	147	12	0	0	36	0	0	0	114	398	104	8	0	8	98	0	0	6	25	11	113	14	238	7	0
"40"	106	35	0	20	87	0	40	6	152	9	0	0	11	41	130	5	0	0	490	0	0	44	0	0	0	2	304	35	25	28	3	32	0	69	0	33	0	30	10	103	116	44	53	10	0	0	7	25	0	98	4	0	0	3	52	25	33	0	0	42	91	0	64	183	602	0	172	0	21	10	0	85	67	0	244	18	32	0	12	0	27	0	110	738	25	0	44	0	0	2883	0	32	0	15	529	0	9	36	0	0	342	274	108	6	56	0	0	0	53	29	0	375	122	15	101	0	145	308	0	0	0	0	91	6	241	10	8
"41"	110	34	115	41	97	111	0	120	147	0	0	0	0	0	116	0	0	0	630	0	187	77	20	103	0	0	248	34	0	35	33	0	0	0	0	0	0	16	6	145	130	60	0	14	32	12	19	0	144	80	2	15	0	1181	0	28	23	0	351	46	72	51	0	158	457	110	156	0	22	24	14	0	73	0	277	15	60	0	35	0	29	0	74	718	26	16	29	0	0	238	44	32	71	0	492	0	0	0	0	53	0	307	113	0	36	31	51	0	0	0	0	393	103	40	147	0	136	0	0	2	12	37	62	11	201	18	0
"42"	0	0	0	0	62	0	35	40	175	0	3	0	0	0	0	0	49	0	694	0	0	62	6	0	23	17	289	55	0	63	6	11	94	0	10	59	6	18	18	0	192	0	0	9	53	10	0	0	0	83	0	28	13	309	23	0	0	17	279	0	0	53	0	117	546	142	179	11	29	6	8	39	96	6	323	0	22	5	0	0	32	0	0	786	0	8	60	95	0	1040	0	7	38	35	531	10	3	65	0	12	297	246	145	0	35	0	0	8	72	37	0	378	0	0	0	12	0	207	0	0	20	90	79	23	225	17	0
"43"	86	9	73	49	72	0	43	114	173	12	3	0	0	0	150	38	0	0	437	0	103	0	2	0	24	42	209	0	14	55	5	35	0	0	22	0	4	21	12	0	144	40	110	6	53	10	18	40	0	118	6	102	23	2884	0	0	17	28	278	0	51	0	0	162	538	93	177	0	93	16	0	53	100	13	306	9	42	0	9	0	8	0	139	882	38	0	42	259	0	3014	53	7	73	35	539	0	0	0	0	105	218	279	130	25	16	32	70	0	0	58	0	469	125	0	128	0	51	0	1	9	0	23	92	0	217	0	0
"44"	134	23	0	29	52	104	0	85	146	60	10	0	0	0	114	4	0	0	484	12	0	56	0	94	0	0	255	30	0	34	0	47	0	36	0	47	7	21	11	0	0	23	0	15	78	12	6	0	117	80	8	0	15	400	0	24	19	10	238	140	85	61	24	154	442	152	169	0	58	0	0	35	87	6	253	10	37	19	13	21	0	8	130	795	0	25	53	0	21	2745	0	11	49	59	501	0	0	0	0	0	0	0	168	5	32	60	33	0	0	14	0	467	0	6	91	17	83	0	28	0	0	22	93	26	201	6	2
"45"	0	0	0	52	78	206	40	86	112	25	9	180	21	11	118	80	0	14	0	0	0	50	22	51	26	0	331	0	0	54	6	49	113	49	28	0	0	28	3	141	166	0	0	0	0	0	3	18	178	107	0	62	52	508	13	31	5	0	291	0	99	24	0	173	547	85	165	2	25	0	0	0	125	6	347	0	41	0	19	0	51	95	139	877	39	11	68	0	1	5211	0	35	29	65	544	0	0	0	3	0	0	0	119	1	27	29	0	69	47	27	118	325	126	0	0	18	58	207	0	23	49	32	100	0	0	0	0
"46"	172	22	0	33	67	338	43	0	143	0	4	0	0	10	117	1	21	0	255	3	183	66	0	67	31	1	321	0	18	28	0	21	137	68	0	47	7	0	6	108	230	59	106	11	0	8	0	0	0	37	0	61	20	908	40	32	17	0	358	26	52	76	58	175	655	158	200	4	0	36	0	73	104	7	290	0	57	0	0	0	25	0	76	807	10	1	80	55	0	300	0	16	55	34	471	29	0	16	0	0	0	288	108	0	13	41	0	62	0	16	0	418	0	0	75	11	142	0	152	10	17	77	136	0	187	0	1
"47"	0	28	0	59	0	158	64	48	158	0	0	0	0	19	134	1	24	18	310	20	0	60	12	0	31	0	221	0	0	43	0	71	127	0	21	0	24	25	5	0	108	0	65	21	42	15	5	39	123	0	0	60	5	47	24	0	0	0	289	18	54	42	0	194	572	122	187	0	15	0	0	68	0	0	387	0	40	0	20	12	0	57	85	725	24	12	20	0	0	6548	15	8	67	61	546	17	2	17	16	49	259	347	151	0	61	31	22	0	30	43	116	388	0	57	0	13	85	0	0	8	17	0	67	4	0	0	0
"48"	0	28	0	34	0	198	31	117	209	0	0	73	20	0	119	0	0	50	470	13	0	37	0	134	51	53	299	0	12	30	0	49	174	94	15	50	4	0	11	113	224	34	61	14	27	13	4	30	0	49	0	0	34	532	0	22	15	6	302	0	46	48	0	171	448	61	0	15	79	0	20	0	0	15	349	13	77	0	0	10	0	16	79	790	0	21	56	0	5	1822	24	11	61	0	552	11	7	5	0	35	346	0	197	2	38	0	0	24	42	24	72	414	87	12	117	19	60	0	8	0	0	0	0	13	233	21	5
"49"	126	31	0	51	88	0	30	56	144	10	4	1	0	5	127	0	0	0	332	28	0	0	0	95	0	3	264	0	0	0	11	32	0	0	12	46	0	50	19	121	181	0	77	10	0	0	1	14	179	74	4	21	29	756	0	33	14	2	340	0	44	58	0	0	498	115	187	17	0	0	17	57	110	10	352	7	0	0	0	18	36	0	122	910	29	0	33	0	0	3754	48	21	55	0	479	0	11	0	0	15	0	280	144	0	28	38	0	30	0	12	46	362	0	1	114	0	0	0	0	0	0	0	98	38	279	0	2
